concatenated_source,source_publisher,source_product,source_full_version,source_availability,source_end_of_support
Micro Focus - AcuGLSybase - 8.0,Micro Focus,AcuGLSybase,8.0,,2017-02-28
Micro Focus - AcuGLSybase - 8.1,Micro Focus,AcuGLSybase,8.1,,2017-02-28
Micro Focus - AcuGLSybase - 8.1,Micro Focus,AcuGLSybase,8.1,,2017-02-28
Micro Focus - AcuGLSybase - 8.1,Micro Focus,AcuGLSybase,8.1,,2017-02-28
Micro Focus - AcuGLSybase - 8.1,Micro Focus,AcuGLSybase,8.1,,2017-02-28
Micro Focus - AcuGLSybase - 9.0,Micro Focus,AcuGLSybase,9.0,,
Micro Focus - AcuGLSybase - 9.0,Micro Focus,AcuGLSybase,9.0,,
Micro Focus - AcuGLSybase - 9.1,Micro Focus,AcuGLSybase,9.1,,
Micro Focus - AcuGLSybase - 9.1,Micro Focus,AcuGLSybase,9.1,,
Micro Focus - AcuGLSybase - 9.1,Micro Focus,AcuGLSybase,9.1,,
Micro Focus - AcuGLSybase - 9.12.1,Micro Focus,AcuGLSybase,9.12.1,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuGLSybase - 9.2,Micro Focus,AcuGLSybase,9.2,,
Micro Focus - AcuBench - 10.4.0,Micro Focus,AcuBench,10.4.0,2021-04-29,
Micro Focus - AcuBench - 10.3,Micro Focus,AcuBench,10.3,2020-06-30,2021-11-30
Micro Focus - AcuBench - 10.3,Micro Focus,AcuBench,10.3,2019-11-27,2021-04-30
Micro Focus - AcuBench - 10.0,Micro Focus,AcuBench,10.0,,
Micro Focus - AcuBench - 10.0,Micro Focus,AcuBench,10.0,,
Micro Focus - AcuBench - 10.1,Micro Focus,AcuBench,10.1,,
Micro Focus - AcuBench - 10.1,Micro Focus,AcuBench,10.1,,
Micro Focus - AcuBench - 10.2,Micro Focus,AcuBench,10.2,,
Micro Focus - AcuBench - 10.2,Micro Focus,AcuBench,10.2,,
Micro Focus - AcuBench - 4.1,Micro Focus,AcuBench,4.1,,2006-10-31
Micro Focus - AcuBench - 4.3,Micro Focus,AcuBench,4.3,,2006-10-31
Micro Focus - AcuBench - 4.3,Micro Focus,AcuBench,4.3,,2006-10-31
Micro Focus - AcuBench - 5.0,Micro Focus,AcuBench,5.0,,2006-10-31
Micro Focus - AcuBench - 5.1,Micro Focus,AcuBench,5.1,,2006-10-31
Micro Focus - AcuBench - 5.10.3,Micro Focus,AcuBench,5.10.3,,2006-10-31
Micro Focus - AcuBench - 5.10.4,Micro Focus,AcuBench,5.10.4,,2006-10-31
Micro Focus - AcuBench - 5.2,Micro Focus,AcuBench,5.2,,2006-10-31
Micro Focus - AcuBench - 5.20.1,Micro Focus,AcuBench,5.20.1,,2006-10-31
Micro Focus - AcuBench - 5.2,Micro Focus,AcuBench,5.2,,2006-10-31
Micro Focus - AcuBench - 5.21.1,Micro Focus,AcuBench,5.21.1,,2006-10-31
Micro Focus - AcuBench - 6.0,Micro Focus,AcuBench,6.0,,2008-12-31
Micro Focus - AcuBench - 6.1,Micro Focus,AcuBench,6.1,,2008-12-31
Micro Focus - AcuBench - 6.2,Micro Focus,AcuBench,6.2,,2008-12-31
Micro Focus - AcuBench - 6.20.1,Micro Focus,AcuBench,6.20.1,,2008-12-31
Micro Focus - AcuBench - 9.0,Micro Focus,AcuBench,9.0,,
Micro Focus - AcuBench - 9.0,Micro Focus,AcuBench,9.0,,
Micro Focus - AcuBench - 9.1,Micro Focus,AcuBench,9.1,,
Micro Focus - AcuBench - 9.12.1,Micro Focus,AcuBench,9.12.1,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - AcuBench - 9.2,Micro Focus,AcuBench,9.2,,
Micro Focus - Acubench - 7.0,Micro Focus,Acubench,7.0,,2010-12-31
Micro Focus - Acubench - 7.0,Micro Focus,Acubench,7.0,,2010-12-31
Micro Focus - Acubench - 7.0,Micro Focus,Acubench,7.0,,2010-12-31
Micro Focus - Acubench - 7.1,Micro Focus,Acubench,7.1,,2010-12-31
Micro Focus - Acubench - 7.1,Micro Focus,Acubench,7.1,,2010-12-31
Micro Focus - Acubench - 7.1,Micro Focus,Acubench,7.1,,2010-12-31
Micro Focus - Acubench - 7.2,Micro Focus,Acubench,7.2,,2010-12-31
Micro Focus - Acubench - 7.2,Micro Focus,Acubench,7.2,,2010-12-31
Micro Focus - Acubench - 7.2,Micro Focus,Acubench,7.2,,2010-12-31
Micro Focus - AcubenchJPN - 7.2,Micro Focus,AcubenchJPN,7.2,,2011-12-31
Micro Focus - Acubench - 7.3,Micro Focus,Acubench,7.3,,2010-12-31
Micro Focus - Acubench - 8.0,Micro Focus,Acubench,8.0,,2017-02-28
Micro Focus - Acubench - 8.0,Micro Focus,Acubench,8.0,,2017-02-28
Micro Focus - Acubench - 8.1,Micro Focus,Acubench,8.1,,2017-02-28
Micro Focus - Acubench - 8.1,Micro Focus,Acubench,8.1,,2017-02-28
Micro Focus - Acubench - 8.1,Micro Focus,Acubench,8.1,,2017-02-28
Micro Focus - Acubench - 8.1,Micro Focus,Acubench,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.4.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.4.0,2021-04-29,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.3,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.3,2020-06-30,2021-11-30
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.3,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.3,2019-11-27,2021-04-30
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 10.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,10.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 2.3,Micro Focus,ACUCOBOLGTDevelopmentSystem,2.3,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 2.4,Micro Focus,ACUCOBOLGTDevelopmentSystem,2.4,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 3.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,3.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 3.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,3.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 3.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,3.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 4.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,4.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 4.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,4.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 4.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,4.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 4.3,Micro Focus,ACUCOBOLGTDevelopmentSystem,4.3,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 5.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,5.0,,2006-10-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 5.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,5.1,,2006-10-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 5.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,5.2,,2006-10-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 6.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,6.0,,2008-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 6.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,6.1,,2008-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 6.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,6.2,,2008-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystemJPN - 7.2,Micro Focus,ACUCOBOLGTDevelopmentSystemJPN,7.2,,2011-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 7.3,Micro Focus,ACUCOBOLGTDevelopmentSystem,7.3,,2010-12-31
Micro Focus - ACUCOBOLGTDevelopmentSystem - 8.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTDevelopmentSystem - 8.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTDevelopmentSystem - 8.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTDevelopmentSystem - 8.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.0,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.0,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.12.1,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.12.1,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTDevelopmentSystem - 9.2,Micro Focus,ACUCOBOLGTDevelopmentSystem,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 10.4.0,Micro Focus,ACUCOBOLGTRuntime,10.4.0,2021-04-29,
Micro Focus - ACUCOBOLGTRuntime - 10.3,Micro Focus,ACUCOBOLGTRuntime,10.3,2020-06-30,2021-11-30
Micro Focus - ACUCOBOLGTRuntime - 10.3,Micro Focus,ACUCOBOLGTRuntime,10.3,2019-11-27,2021-04-30
Micro Focus - ACUCOBOLGTRuntime - 10.0,Micro Focus,ACUCOBOLGTRuntime,10.0,,
Micro Focus - ACUCOBOLGTRuntime - 10.0,Micro Focus,ACUCOBOLGTRuntime,10.0,,
Micro Focus - ACUCOBOLGTRuntime - 10.1,Micro Focus,ACUCOBOLGTRuntime,10.1,,
Micro Focus - ACUCOBOLGTRuntime - 10.1,Micro Focus,ACUCOBOLGTRuntime,10.1,,
Micro Focus - ACUCOBOLGTRuntime - 10.2,Micro Focus,ACUCOBOLGTRuntime,10.2,,
Micro Focus - ACUCOBOLGTRuntime - 10.2,Micro Focus,ACUCOBOLGTRuntime,10.2,,
Micro Focus - ACUCOBOLGTRuntime - 2.3,Micro Focus,ACUCOBOLGTRuntime,2.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 2.3,Micro Focus,ACUCOBOLGTRuntime,2.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 2.3,Micro Focus,ACUCOBOLGTRuntime,2.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 2.4,Micro Focus,ACUCOBOLGTRuntime,2.4,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 2.4,Micro Focus,ACUCOBOLGTRuntime,2.4,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 2.4,Micro Focus,ACUCOBOLGTRuntime,2.4,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 3.0,Micro Focus,ACUCOBOLGTRuntime,3.0,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 3.1,Micro Focus,ACUCOBOLGTRuntime,3.1,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 3.2,Micro Focus,ACUCOBOLGTRuntime,3.2,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 3.2,Micro Focus,ACUCOBOLGTRuntime,3.2,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.0,Micro Focus,ACUCOBOLGTRuntime,4.0,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.1,Micro Focus,ACUCOBOLGTRuntime,4.1,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.2,Micro Focus,ACUCOBOLGTRuntime,4.2,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.3,Micro Focus,ACUCOBOLGTRuntime,4.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.30.3,Micro Focus,ACUCOBOLGTRuntime,4.30.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 4.3,Micro Focus,ACUCOBOLGTRuntime,4.3,,2010-01-01
Micro Focus - ACUCOBOLGTRuntime - 5.0,Micro Focus,ACUCOBOLGTRuntime,5.0,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.00.2,Micro Focus,ACUCOBOLGTRuntime,5.00.2,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.1,Micro Focus,ACUCOBOLGTRuntime,5.1,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.10.2,Micro Focus,ACUCOBOLGTRuntime,5.10.2,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.10.3,Micro Focus,ACUCOBOLGTRuntime,5.10.3,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.10.4,Micro Focus,ACUCOBOLGTRuntime,5.10.4,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.2,Micro Focus,ACUCOBOLGTRuntime,5.2,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.20.1,Micro Focus,ACUCOBOLGTRuntime,5.20.1,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.2,Micro Focus,ACUCOBOLGTRuntime,5.2,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.21.1,Micro Focus,ACUCOBOLGTRuntime,5.21.1,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 5.2,Micro Focus,ACUCOBOLGTRuntime,5.2,,2006-10-31
Micro Focus - ACUCOBOLGTRuntime - 6.0,Micro Focus,ACUCOBOLGTRuntime,6.0,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.0,Micro Focus,ACUCOBOLGTRuntime,6.0,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.1,Micro Focus,ACUCOBOLGTRuntime,6.1,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.1,Micro Focus,ACUCOBOLGTRuntime,6.1,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.1,Micro Focus,ACUCOBOLGTRuntime,6.1,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.2,Micro Focus,ACUCOBOLGTRuntime,6.2,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 6.20.1,Micro Focus,ACUCOBOLGTRuntime,6.20.1,,2008-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.0,Micro Focus,ACUCOBOLGTRuntime,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.0,Micro Focus,ACUCOBOLGTRuntime,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.0,Micro Focus,ACUCOBOLGTRuntime,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.1,Micro Focus,ACUCOBOLGTRuntime,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.1,Micro Focus,ACUCOBOLGTRuntime,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime2b - 7.1,Micro Focus,ACUCOBOLGTRuntime2b,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.1,Micro Focus,ACUCOBOLGTRuntime,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.1,Micro Focus,ACUCOBOLGTRuntime,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.1,Micro Focus,ACUCOBOLGTRuntime,7.1,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.2,Micro Focus,ACUCOBOLGTRuntime,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.2,Micro Focus,ACUCOBOLGTRuntime,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.2,Micro Focus,ACUCOBOLGTRuntime,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTRuntimeJPN - 7.2,Micro Focus,ACUCOBOLGTRuntimeJPN,7.2,,2010-10-31
Micro Focus - ACUCOBOLGTRuntime - 7.2,Micro Focus,ACUCOBOLGTRuntime,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 7.3,Micro Focus,ACUCOBOLGTRuntime,7.3,,2010-12-31
Micro Focus - ACUCOBOLGTRuntime - 8.0,Micro Focus,ACUCOBOLGTRuntime,8.0,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 8.0,Micro Focus,ACUCOBOLGTRuntime,8.0,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 8.1,Micro Focus,ACUCOBOLGTRuntime,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 8.1,Micro Focus,ACUCOBOLGTRuntime,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 8.1,Micro Focus,ACUCOBOLGTRuntime,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 8.1,Micro Focus,ACUCOBOLGTRuntime,8.1,,2017-02-28
Micro Focus - ACUCOBOLGTRuntime - 9.0,Micro Focus,ACUCOBOLGTRuntime,9.0,,
Micro Focus - ACUCOBOLGTRuntime - 9.0,Micro Focus,ACUCOBOLGTRuntime,9.0,,
Micro Focus - ACUCOBOLGTRuntime - 9.1,Micro Focus,ACUCOBOLGTRuntime,9.1,,
Micro Focus - ACUCOBOLGTRuntime - 9.1,Micro Focus,ACUCOBOLGTRuntime,9.1,,
Micro Focus - ACUCOBOLGTRuntime - 9.1,Micro Focus,ACUCOBOLGTRuntime,9.1,,
Micro Focus - ACUCOBOLGTRuntime - 9.12.1,Micro Focus,ACUCOBOLGTRuntime,9.12.1,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntime - 9.2,Micro Focus,ACUCOBOLGTRuntime,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.4.0,Micro Focus,ACUCOBOLGTRuntimeCGI,10.4.0,2021-04-29,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.3,Micro Focus,ACUCOBOLGTRuntimeCGI,10.3,2020-06-30,2021-11-30
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.3,Micro Focus,ACUCOBOLGTRuntimeCGI,10.3,2019-11-27,2021-04-30
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.0,Micro Focus,ACUCOBOLGTRuntimeCGI,10.0,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.0,Micro Focus,ACUCOBOLGTRuntimeCGI,10.0,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.1,Micro Focus,ACUCOBOLGTRuntimeCGI,10.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.1,Micro Focus,ACUCOBOLGTRuntimeCGI,10.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.2,Micro Focus,ACUCOBOLGTRuntimeCGI,10.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 10.2,Micro Focus,ACUCOBOLGTRuntimeCGI,10.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 6.0,Micro Focus,ACUCOBOLGTRuntimeCGI,6.0,,2008-12-31
Micro Focus - ACUCOBOLGTRuntimeCGI - 6.2,Micro Focus,ACUCOBOLGTRuntimeCGI,6.2,,2008-12-31
Micro Focus - ACUCOBOLGTRuntimeCGI - 6.20.1,Micro Focus,ACUCOBOLGTRuntimeCGI,6.20.1,,2008-12-31
Micro Focus - ACUCOBOLGTRuntimeCGI - 7.0,Micro Focus,ACUCOBOLGTRuntimeCGI,7.0,,2010-12-31
Micro Focus - ACUCOBOLGTRuntimeCGI - 7.2,Micro Focus,ACUCOBOLGTRuntimeCGI,7.2,,2010-12-31
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.0,Micro Focus,ACUCOBOLGTRuntimeCGI,9.0,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.0,Micro Focus,ACUCOBOLGTRuntimeCGI,9.0,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.1,Micro Focus,ACUCOBOLGTRuntimeCGI,9.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.1,Micro Focus,ACUCOBOLGTRuntimeCGI,9.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.1,Micro Focus,ACUCOBOLGTRuntimeCGI,9.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.12.1,Micro Focus,ACUCOBOLGTRuntimeCGI,9.12.1,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - ACUCOBOLGTRuntimeCGI - 9.2,Micro Focus,ACUCOBOLGTRuntimeCGI,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 10.4.0,Micro Focus,AcuConnectDistributedProcessing,10.4.0,2021-04-29,
Micro Focus - AcuConnectDistributedProcessing - 10.3,Micro Focus,AcuConnectDistributedProcessing,10.3,2020-06-30,2021-11-30
Micro Focus - AcuConnectDistributedProcessing - 10.3,Micro Focus,AcuConnectDistributedProcessing,10.3,2019-11-27,2021-04-30
Micro Focus - AcuConnectDistributedProcessing - 10.0,Micro Focus,AcuConnectDistributedProcessing,10.0,,
Micro Focus - AcuConnectDistributedProcessing - 10.0,Micro Focus,AcuConnectDistributedProcessing,10.0,,
Micro Focus - AcuConnectDistributedProcessing - 10.1,Micro Focus,AcuConnectDistributedProcessing,10.1,,
Micro Focus - AcuConnectDistributedProcessing - 10.1,Micro Focus,AcuConnectDistributedProcessing,10.1,,
Micro Focus - AcuConnectDistributedProcessing - 10.2,Micro Focus,AcuConnectDistributedProcessing,10.2,,
Micro Focus - AcuConnectDistributedProcessing - 10.2,Micro Focus,AcuConnectDistributedProcessing,10.2,,
Micro Focus - AcuConnectDistributedProcessing - 5.2,Micro Focus,AcuConnectDistributedProcessing,5.2,,2006-10-31
Micro Focus - AcuConnectDistributedProcessing - 6.0,Micro Focus,AcuConnectDistributedProcessing,6.0,,2008-12-31
Micro Focus - AcuConnectDistributedProcessing - 6.1,Micro Focus,AcuConnectDistributedProcessing,6.1,,2008-12-31
Micro Focus - AcuConnectDistributedProcessing - 6.2,Micro Focus,AcuConnectDistributedProcessing,6.2,,2008-12-31
Micro Focus - AcuConnectDistributedProcessing - 6.20.1,Micro Focus,AcuConnectDistributedProcessing,6.20.1,,2008-12-31
Micro Focus - AcuConnectDistributedProcessing - 7.0,Micro Focus,AcuConnectDistributedProcessing,7.0,,2010-12-31
Micro Focus - AcuConnectDistributedProcessing - 7.0,Micro Focus,AcuConnectDistributedProcessing,7.0,,2010-12-31
Micro Focus - AcuConnectDistributedProcessing - 7.2,Micro Focus,AcuConnectDistributedProcessing,7.2,,2010-12-31
Micro Focus - AcuConnectDistributedProcessing - 7.2,Micro Focus,AcuConnectDistributedProcessing,7.2,,2010-12-31
Micro Focus - AcuConnectDistributedProcessing - 7.2,Micro Focus,AcuConnectDistributedProcessing,7.2,,2010-12-31
Micro Focus - AcuConnectDistributedProcessing - 8.0,Micro Focus,AcuConnectDistributedProcessing,8.0,,2017-02-28
Micro Focus - AcuConnectDistributedProcessing - 8.0,Micro Focus,AcuConnectDistributedProcessing,8.0,,2017-02-28
Micro Focus - AcuConnectDistributedProcessing - 8.1,Micro Focus,AcuConnectDistributedProcessing,8.1,,2017-02-28
