concatenated_source,source_publisher,source_product,source_full_version,source_availability,source_end_of_support
Micro Focus - COBOLRuntimeR3 - 20102010,Micro Focus,COBOLRuntimeR3,20102010,2011-01-19,2013-12-31
Micro Focus - COBOLRuntimeR2 - 20102010,Micro Focus,COBOLRuntimeR2,20102010,2010-08-15,2013-12-31
Micro Focus - COBOLRuntime - 20102010,Micro Focus,COBOLRuntime,20102010,2010-05-23,2013-12-31
Micro Focus - COBOLAnalyzer - 6.0,Micro Focus,COBOLAnalyzer,6.0,2020-06-18,2024-06-30
Micro Focus - COBOLAnalyzer - 5.0,Micro Focus,COBOLAnalyzer,5.0,2019-06-21,2023-06-30
Micro Focus - COBOLAnalyzer - 4.0,Micro Focus,COBOLAnalyzer,4.0,2018-06-21,2022-06-30
Micro Focus - COBOLAnalyzer - 2.1,Micro Focus,COBOLAnalyzer,2.1,2017-07-06,2021-07-31
Micro Focus - COBOLAnalyzer - 2.0,Micro Focus,COBOLAnalyzer,2.0,2016-11-30,2020-11-30
Micro Focus - COBOLServerUpdate - 2.3,Micro Focus,COBOLServerUpdate,2.3,2016-10-03,2019-09-30
Micro Focus - COBOLServerUpdate - 2.2,Micro Focus,COBOLServerUpdate,2.2,2014-11-18,2018-07-31
Micro Focus - COBOLServerUpdate - 2.1,Micro Focus,COBOLServerUpdate,2.1,2013-04-05,2017-05-31
Micro Focus - COBOLServer - 2.0,Micro Focus,COBOLServer,2.0,2012-04-27,2014-12-31
Micro Focus - Codar9x - 1.9,Micro Focus,Codar9x,1.9,2018-03-02,2021-03-31
Micro Focus - Codar8x - 1.8,Micro Focus,Codar8x,1.8,2017-01-25,2020-02-28
Micro Focus - Codar7x - 1.7,Micro Focus,Codar7x,1.7,2016-07-26,2019-08-31
Micro Focus - Comparex - 8.1,Micro Focus,Comparex,8.1,2017-09-27,
Micro Focus - ConfigurationBuilder - 3.0,Micro Focus,ConfigurationBuilder,3.0,,2013-07-24
Micro Focus - ConfigurationBuilder - 4.0,Micro Focus,ConfigurationBuilder,4.0,,2013-07-24
Micro Focus - ConfigurationBuilderGA - 4.1,Micro Focus,ConfigurationBuilderGA,4.1,,2013-07-24
Micro Focus - ConfigurationBuilder - 5.0,Micro Focus,ConfigurationBuilder,5.0,,2013-07-24
Micro Focus - ConfigurationBuilder - 5.1,Micro Focus,ConfigurationBuilder,5.1,,2013-07-24
Micro Focus - ConfigurationBuilderGA - 5.1,Micro Focus,ConfigurationBuilderGA,5.1,,2013-07-24
Micro Focus - Connect - 1.6,Micro Focus,Connect,1.6,2015-10-23,2019-11-01
Micro Focus - Connect - 1.5,Micro Focus,Connect,1.5,2015-08-24,2017-11-01
Micro Focus - Connect - 1.4,Micro Focus,Connect,1.4,2015-03-25,2017-11-01
Micro Focus - Connect - 1.3,Micro Focus,Connect,1.3,,2017-11-01
Micro Focus - Connect - 3.1.1,Micro Focus,Connect,3.1.1,2018-12-05,2020-02-28
Micro Focus - Connect - 3.1,Micro Focus,Connect,3.1,2018-08-31,2020-02-28
Micro Focus - Connect - 3.0,Micro Focus,Connect,3.0,2018-02-08,2020-02-28
Micro Focus - ConnectSP1 - 4.4,Micro Focus,ConnectSP1,4.4,2021-06-04,2022-12-31
Micro Focus - Connect - 4.4,Micro Focus,Connect,4.4,2020-12-14,2022-12-31
Micro Focus - Connect - 4.3,Micro Focus,Connect,4.3,2020-03-31,2022-04-30
Micro Focus - Connect - 4.2,Micro Focus,Connect,4.2,2019-08-29,2021-08-31
Micro Focus - Connect - 4.1,Micro Focus,Connect,4.1,2019-05-30,2021-05-31
Micro Focus - Connect - 4.0,Micro Focus,Connect,4.0,2019-02-08,2021-02-28
Micro Focus - ConnectIt9x - 9.9,Micro Focus,ConnectIt9x,9.9,2020-12-17,2024-12-31
Micro Focus - ConnectIt8x - 9.8,Micro Focus,ConnectIt8x,9.8,2018-01-24,2022-02-28
Micro Focus - ConnectIt7x - 9.7,Micro Focus,ConnectIt7x,9.7,2016-11-04,2020-11-30
Micro Focus - ConnectIt6x - 9.6,Micro Focus,ConnectIt6x,9.6,2014-12-18,2018-12-31
Micro Focus - ConnectIt3x - 9.3,Micro Focus,ConnectIt3x,9.3,,2014-12-31
Micro Focus - ConnectedBackup - 8.11.x,Micro Focus,ConnectedBackup,8.11.x,2018-10-30,2021-11-30
Micro Focus - ConnectedBackup - 8.10.x,Micro Focus,ConnectedBackup,8.10.x,2018-08-08,2021-08-31
Micro Focus - ConnectedBackup9x - 8.9,Micro Focus,ConnectedBackup9x,8.9,2018-04-06,2021-04-30
Micro Focus - ConnectedBackup8x - 8.8.8,Micro Focus,ConnectedBackup8x,8.8.8,2017-12-07,2020-07-31
Micro Focus - ConnectedBackup7x - 8.8.7,Micro Focus,ConnectedBackup7x,8.8.7,2017-07-17,2020-07-31
Micro Focus - ConnectedBackup6x - 8.8.6,Micro Focus,ConnectedBackup6x,8.8.6,2017-02-14,2020-02-28
Micro Focus - ConnectedBackup5x - 8.8.5,Micro Focus,ConnectedBackup5x,8.8.5,2016-06-28,2019-06-30
Micro Focus - ConnectedBackup4x - 8.8.4,Micro Focus,ConnectedBackup4x,8.8.4,,2017-11-30
Micro Focus - ConnectedBackup - 9.0.x,Micro Focus,ConnectedBackup,9.0.x,2019-05-23,2022-06-30
Micro Focus - ConnectedBackupAgents1x - 8.6.3.1,Micro Focus,ConnectedBackupAgents1x,8.6.3.1,2017-11-16,2020-11-30
Micro Focus - ConnectedBackupAgents0x - 8.6.3.1,Micro Focus,ConnectedBackupAgents0x,8.6.3.1,,2018-12-31
Micro Focus - ConnectedBackupAgents8x - 8.6.3.8,Micro Focus,ConnectedBackupAgents8x,8.6.3.8,,2017-11-30
Micro Focus - ConnectedBackupAgents9x - 8.6.3.9,Micro Focus,ConnectedBackupAgents9x,8.6.3.9,,2018-07-31
Micro Focus - ConsoleModeRuntime - 10.4.0,Micro Focus,ConsoleModeRuntime,10.4.0,2021-04-29,
Micro Focus - ConsoleModeRuntime - 10.3,Micro Focus,ConsoleModeRuntime,10.3,2020-06-30,2021-11-30
Micro Focus - ConsoleModeRuntime - 10.3,Micro Focus,ConsoleModeRuntime,10.3,2019-11-27,2021-04-30
Micro Focus - ConsoleModeRuntime - 10.0,Micro Focus,ConsoleModeRuntime,10.0,,
Micro Focus - ConsoleModeRuntime - 10.0,Micro Focus,ConsoleModeRuntime,10.0,,
Micro Focus - ConsoleModeRuntime - 10.1,Micro Focus,ConsoleModeRuntime,10.1,,
Micro Focus - ConsoleModeRuntime - 10.1,Micro Focus,ConsoleModeRuntime,10.1,,
Micro Focus - ConsoleModeRuntime - 10.2,Micro Focus,ConsoleModeRuntime,10.2,,
Micro Focus - ConsoleModeRuntime - 10.2,Micro Focus,ConsoleModeRuntime,10.2,,
Micro Focus - ConsoleModeRuntime - 9.0,Micro Focus,ConsoleModeRuntime,9.0,,
Micro Focus - ConsoleModeRuntime - 9.0,Micro Focus,ConsoleModeRuntime,9.0,,
Micro Focus - ConsoleModeRuntime - 9.1,Micro Focus,ConsoleModeRuntime,9.1,,
Micro Focus - ConsoleModeRuntime - 9.1,Micro Focus,ConsoleModeRuntime,9.1,,
Micro Focus - ConsoleModeRuntime - 9.1,Micro Focus,ConsoleModeRuntime,9.1,,
Micro Focus - ConsoleModeRuntime - 9.12.1,Micro Focus,ConsoleModeRuntime,9.12.1,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ConsoleModeRuntime - 9.2,Micro Focus,ConsoleModeRuntime,9.2,,
Micro Focus - ContentManager - 10.0,Micro Focus,ContentManager,10.0,2021-03-02,2024-03-31
Micro Focus - ContentManager4x - 9.4,Micro Focus,ContentManager4x,9.4,2019-08-30,2022-09-30
Micro Focus - ContentManager - 9.3.x,Micro Focus,ContentManager,9.3.x,2018-08-01,2021-08-31
Micro Focus - ContentManager2x - 9.2,Micro Focus,ContentManager2x,9.2,2017-11-30,2020-12-31
Micro Focus - ContentManager1x - 9.1,Micro Focus,ContentManager1x,9.1,2016-11-29,2020-02-28
Micro Focus - ContentManager0x - 9.0,Micro Focus,ContentManager0x,9.0,2016-07-11,2019-09-30
Micro Focus - ControlPoint4x - 4.4,Micro Focus,ControlPoint4x,4.4,,2017-12-31
Micro Focus - ControlPoint5x - 4.5,Micro Focus,ControlPoint5x,4.5,,2018-03-31
Micro Focus - ControlPoint6x - 4.6,Micro Focus,ControlPoint6x,4.6,,2018-06-30
Micro Focus - ControlPoint - 5.9,Micro Focus,ControlPoint,5.9,2020-08-31,2023-09-30
Micro Focus - ControlPoint8x - 5.8,Micro Focus,ControlPoint8x,5.8,2019-12-20,2023-01-31
Micro Focus - ControlPoint7x - 5.7,Micro Focus,ControlPoint7x,5.7,2019-08-01,2022-08-31
Micro Focus - ControlPoint - 5.6.x,Micro Focus,ControlPoint,5.6.x,2018-08-01,2021-08-31
Micro Focus - ControlPoint5x - 5.5,Micro Focus,ControlPoint5x,5.5,2017-06-27,2020-06-30
Micro Focus - ControlPoint4x - 5.4,Micro Focus,ControlPoint4x,5.4,2016-11-18,2019-11-30
Micro Focus - ControlPoint1x - 5.1,Micro Focus,ControlPoint1x,5.1,,2018-11-30
Micro Focus - ControlPoint2x - 5.2,Micro Focus,ControlPoint2x,5.2,,2019-03-31
Micro Focus - ControlPoint3x - 5.3,Micro Focus,ControlPoint3x,5.3,,2019-07-31
Micro Focus - CORBAAddCloudContainersVirtualEnvironments - 1.2,Micro Focus,CORBAAddCloudContainersVirtualEnvironments,1.2,2021-05-28,
Micro Focus - CORBAAddCloudContainersVirtualEnvironments - 1.1,Micro Focus,CORBAAddCloudContainersVirtualEnvironments,1.1,2020-05-29,
Micro Focus - CORBAAddCloudContainersVirtualEnvironments - 1.0,Micro Focus,CORBAAddCloudContainersVirtualEnvironments,1.0,2019-11-15,
Micro Focus - CORBAAddREST - 1.1,Micro Focus,CORBAAddREST,1.1,2020-06-15,
Micro Focus - CORBAAddREST - 1.0,Micro Focus,CORBAAddREST,1.0,2019-12-03,
